raw,replacement,category,notes
\bevery\s*(?:4(?:\.0+)?|four)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q4 day,freq,every 4 day
\bq\s*(?:4(?:\.0+)?|four)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q4 day,freq,q4 day
\bevery\s*(?:4(?:\.0+)?|four)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q4 day,freq,every 4 day
\bq\s*(?:4(?:\.0+)?|four)\s*(?:h|hr|hour|hours|hrs)\b,q4 hour,freq,q4 hour
\bevery\s*(?:4(?:\.0+)?|four)\s*(?:h|hr|hour|hours|hrs)\b,q4 hour,freq,every 4 hour
\bq\s*(?:4(?:\.0+)?|four)\s*(?:m|mo|month|monthly)\b,q4 month,freq,q4 month
\bevery\s*(?:4(?:\.0+)?|four)\s*(?:m|mo|month|monthly)\b,q4 month,freq,every 4 month
\bq\s*(?:4(?:\.0+)?|four)\s*(?:m|mo|month|months|monthly)\b,q4 month,freq,q4 month
\bevery\s*(?:4(?:\.0+)?|four)\s*(?:m|mo|month|months|monthly)\b,q4 month,freq,every 4 month
\bq\s*(?:4(?:\.0+)?|four)\s*(?:w|week|wk|wks|weeks|weekly)\b,q4 week,freq,q4 week
\bevery\s*(?:4(?:\.0+)?|four)\s*(?:w|week|wk|wks|weeks|weekly)\b,q4 week,freq,every 4 week
\bq\s*(?:4(?:\.0+)?|four)\s*(?:y|yr|year|yearly|annually)\b,q4 year,freq,q4 year
\bevery\s*(?:4(?:\.0+)?|four)\s*(?:y|yr|year|yearly|annually)\b,q4 year,freq,every 4 year
\bq\s*(?:5(?:\.0+)?|five)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q5 day,freq,q5 day
\bevery\s*(?:5(?:\.0+)?|five)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q5 day,freq,every 5 day
\bq\s*(?:5(?:\.0+)?|five)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q5 day,freq,q5 day
\bevery\s*(?:5(?:\.0+)?|five)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q5 day,freq,every 5 day
\bq\s*(?:5(?:\.0+)?|five)\s*(?:h|hr|hour|hours|hrs)\b,q5 hour,freq,q5 hour
\bevery\s*(?:5(?:\.0+)?|five)\s*(?:h|hr|hour|hours|hrs)\b,q5 hour,freq,every 5 hour
\bq\s*(?:5(?:\.0+)?|five)\s*(?:m|mo|month|monthly)\b,q5 month,freq,q5 month
\bevery\s*(?:5(?:\.0+)?|five)\s*(?:m|mo|month|monthly)\b,q5 month,freq,every 5 month
\bq\s*(?:5(?:\.0+)?|five)\s*(?:m|mo|month|months|monthly)\b,q5 month,freq,q5 month
\bevery\s*(?:5(?:\.0+)?|five)\s*(?:m|mo|month|months|monthly)\b,q5 month,freq,every 5 month
\bq\s*(?:5(?:\.0+)?|five)\s*(?:w|week|wk|wks|weeks|weekly)\b,q5 week,freq,q5 week
\bevery\s*(?:5(?:\.0+)?|five)\s*(?:w|week|wk|wks|weeks|weekly)\b,q5 week,freq,every 5 week
\bq\s*(?:5(?:\.0+)?|five)\s*(?:y|yr|year|yearly|annually)\b,q5 year,freq,q5 year
\bevery\s*(?:5(?:\.0+)?|five)\s*(?:y|yr|year|yearly|annually)\b,q5 year,freq,every 5 year
\bq\s*(?:6(?:\.0+)?|six)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q6 day,freq,q6 day
\bevery\s*(?:6(?:\.0+)?|six)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q6 day,freq,every 6 day
\bq\s*(?:6(?:\.0+)?|six)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q6 day,freq,q6 day
\bevery\s*(?:6(?:\.0+)?|six)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q6 day,freq,every 6 day
\bq\s*(?:6(?:\.0+)?|six)\s*(?:h|hr|hour|hours|hrs)\b,q6 hour,freq,q6 hour
\bevery\s*(?:6(?:\.0+)?|six)\s*(?:h|hr|hour|hours|hrs)\b,q6 hour,freq,every 6 hour
\bq\s*(?:6(?:\.0+)?|six)\s*(?:m|mo|month|monthly)\b,q6 month,freq,q6 month
\bevery\s*(?:6(?:\.0+)?|six)\s*(?:m|mo|month|monthly)\b,q6 month,freq,every 6 month
\bq\s*(?:6(?:\.0+)?|six)\s*(?:m|mo|month|months|monthly)\b,q6 month,freq,q6 month
\bevery\s*(?:6(?:\.0+)?|six)\s*(?:m|mo|month|months|monthly)\b,q6 month,freq,every 6 month
\bq\s*(?:6(?:\.0+)?|six)\s*(?:w|week|wk|wks|weeks|weekly)\b,q6 week,freq,q6 week
\bevery\s*(?:6(?:\.0+)?|six)\s*(?:w|week|wk|wks|weeks|weekly)\b,q6 week,freq,every 6 week
\bq\s*(?:6(?:\.0+)?|six)\s*(?:y|yr|year|yearly|annually)\b,q6 year,freq,q6 year
\bevery\s*(?:6(?:\.0+)?|six)\s*(?:y|yr|year|yearly|annually)\b,q6 year,freq,every 6 year
\bq\s*(?:7(?:\.0+)?|seven)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q7 day,freq,q7 day
\bevery\s*(?:7(?:\.0+)?|seven)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q7 day,freq,every 7 day
\bq\s*(?:7(?:\.0+)?|seven)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q7 day,freq,q7 day
\bevery\s*(?:7(?:\.0+)?|seven)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q7 day,freq,every 7 day
\bq\s*(?:7(?:\.0+)?|seven)\s*(?:h|hr|hour|hours|hrs)\b,q7 hour,freq,q7 hour
\bevery\s*(?:7(?:\.0+)?|seven)\s*(?:h|hr|hour|hours|hrs)\b,q7 hour,freq,every 7 hour
\bq\s*(?:7(?:\.0+)?|seven)\s*(?:m|mo|month|monthly)\b,q7 month,freq,q7 month
\bevery\s*(?:7(?:\.0+)?|seven)\s*(?:m|mo|month|monthly)\b,q7 month,freq,every 7 month
\bq\s*(?:7(?:\.0+)?|seven)\s*(?:m|mo|month|months|monthly)\b,q7 month,freq,q7 month
\bevery\s*(?:7(?:\.0+)?|seven)\s*(?:m|mo|month|months|monthly)\b,q7 month,freq,every 7 month
\bq\s*(?:7(?:\.0+)?|seven)\s*(?:w|week|wk|wks|weeks|weekly)\b,q7 week,freq,q7 week
\bevery\s*(?:7(?:\.0+)?|seven)\s*(?:w|week|wk|wks|weeks|weekly)\b,q7 week,freq,every 7 week
\bq\s*(?:7(?:\.0+)?|seven)\s*(?:y|yr|year|yearly|annually)\b,q7 year,freq,q7 year
\bevery\s*(?:7(?:\.0+)?|seven)\s*(?:y|yr|year|yearly|annually)\b,q7 year,freq,every 7 year
\bq\s*(?:8(?:\.0+)?|eight)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q8 day,freq,q8 day
\bevery\s*(?:8(?:\.0+)?|eight)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q8 day,freq,every 8 day
\bq\s*(?:8(?:\.0+)?|eight)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q8 day,freq,q8 day
\bevery\s*(?:8(?:\.0+)?|eight)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q8 day,freq,every 8 day
\bq\s*(?:8(?:\.0+)?|eight)\s*(?:h|hr|hour|hours|hrs)\b,q8 hour,freq,q8 hour
\bevery\s*(?:8(?:\.0+)?|eight)\s*(?:h|hr|hour|hours|hrs)\b,q8 hour,freq,every 8 hour
\bq\s*(?:8(?:\.0+)?|eight)\s*(?:m|mo|month|monthly)\b,q8 month,freq,q8 month
\bevery\s*(?:8(?:\.0+)?|eight)\s*(?:m|mo|month|monthly)\b,q8 month,freq,every 8 month
\bq\s*(?:8(?:\.0+)?|eight)\s*(?:m|mo|month|months|monthly)\b,q8 month,freq,q8 month
\bevery\s*(?:8(?:\.0+)?|eight)\s*(?:m|mo|month|months|monthly)\b,q8 month,freq,every 8 month
\bq\s*(?:8(?:\.0+)?|eight)\s*(?:w|week|wk|wks|weeks|weekly)\b,q8 week,freq,q8 week
\bevery\s*(?:8(?:\.0+)?|eight)\s*(?:w|week|wk|wks|weeks|weekly)\b,q8 week,freq,every 8 week
\bq\s*(?:8(?:\.0+)?|eight)\s*(?:y|yr|year|yearly|annually)\b,q8 year,freq,q8 year
\bevery\s*(?:8(?:\.0+)?|eight)\s*(?:y|yr|year|yearly|annually)\b,q8 year,freq,every 8 year
\bq\s*(?:9(?:\.0+)?|nine)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q9 day,freq,q9 day
\bevery\s*(?:9(?:\.0+)?|nine)\s*(?:d|day|daily|24\s*(?:hours?|hrs?|h))\b,q9 day,freq,every 9 day
\bq\s*(?:9(?:\.0+)?|nine)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q9 day,freq,q9 day
\bevery\s*(?:9(?:\.0+)?|nine)\s*(?:d|day|daily|days|24\s*(?:hours?|hrs?|h))\b,q9 day,freq,every 9 day
\bq\s*(?:9(?:\.0+)?|nine)\s*(?:h|hr|hour|hours|hrs)\b,q9 hour,freq,q9 hour
\bevery\s*(?:9(?:\.0+)?|nine)\s*(?:h|hr|hour|hours|hrs)\b,q9 hour,freq,every 9 hour
\bq\s*(?:9(?:\.0+)?|nine)\s*(?:m|mo|month|monthly)\b,q9 month,freq,q9 month
\bevery\s*(?:9(?:\.0+)?|nine)\s*(?:m|mo|month|monthly)\b,q9 month,freq,every 9 month
\bq\s*(?:9(?:\.0+)?|nine)\s*(?:m|mo|month|months|monthly)\b,q9 month,freq,q9 month
\bevery\s*(?:9(?:\.0+)?|nine)\s*(?:m|mo|month|months|monthly)\b,q9 month,freq,every 9 month
\bq\s*(?:9(?:\.0+)?|nine)\s*(?:w|week|wk|wks|weeks|weekly)\b,q9 week,freq,q9 week
\bevery\s*(?:9(?:\.0+)?|nine)\s*(?:w|week|wk|wks|weeks|weekly)\b,q9 week,freq,every 9 week
\bq\s*(?:9(?:\.0+)?|nine)\s*(?:y|yr|year|yearly|annually)\b,q9 year,freq,q9 year
\bevery\s*(?:9(?:\.0+)?|nine)\s*(?:y|yr|year|yearly|annually)\b,q9 year,freq,every 9 year
\b(?:every other day|qod|every other night)\b,qod,freq,
\bonce\b,1x,freq_fallback,once (no unit)
\b1\s*x\b,1x,freq_fallback,
(?:/|\bper\b|\ba\b|x)\s*(?:d|day|daily)(?![a-z]),1x/day,freq_fallback,
(?:/|\bper\b|\ba\b|x)\s*(?:24h|24hr|24hrs|24hour|24hours)(?![a-z]),1x/day,freq_fallback,
(?:/|\bper\b|\ba\b|x)\s*(?:m|mo|month)(?![a-z]),1x/month,freq_fallback,
\bmonthly\b,1x/month,freq_fallback,
(?:/|\bper\b|\ba\b|x)\s*(?:y|yr|year)(?![a-z]),1x/year,freq_fallback,
\btwice\b,2x,freq_fallback,twice (no unit)
\b(?:qam|in the am|every\s*morning)\b,qam,freq_fallback,time of day
\b(?:q\s*pm|every\s*evening|in the pm)\b,qpm,freq_fallback,time of day 
\b(?:qhs|hs|at\s*bedtime|night\s*time)\b,qpm,freq_fallback,time of day
\bnightly\b,qpm,freq_fallback,
